time,symbol,score,signal,close_price
2026-03-06 08:00:00,SOL,30.7,空,88.86
2026-03-06 12:00:00,BTC,11.9,空,70613.61
2026-03-06 12:00:00,ETH,21.7,空,2070.86
2026-03-06 12:00:00,SOL,30.4,空,88.15
2026-03-06 16:00:00,BTC,26.5,空,70789.49
2026-03-06 16:00:00,ETH,25.4,空,2075.96
2026-03-06 16:00:00,SOL,31.7,空,88.35
2026-03-06 20:00:00,BTC,9.3,空,69907.0
2026-03-06 20:00:00,ETH,13.9,空,2048.52
2026-03-06 20:00:00,SOL,9.3,空,86.47
2026-03-07 00:00:00,BTC,6.9,空,68446.52
2026-03-07 00:00:00,ETH,1.7,空,1971.29
2026-03-07 00:00:00,SOL,13.9,空,84.36
2026-03-07 04:00:00,BTC,11.7,空,68111.03
2026-03-07 04:00:00,ETH,26.3,空,1978.63
2026-03-07 04:00:00,SOL,37.2,空,85.01
2026-03-07 08:00:00,BTC,14.6,空,68290.45
2026-03-07 08:00:00,ETH,15.2,空,1981.45
2026-03-07 08:00:00,SOL,14.4,空,84.75
2026-03-07 12:00:00,BTC,13.5,空,68063.43
2026-03-07 12:00:00,ETH,16.1,空,1975.35
2026-03-07 12:00:00,SOL,18.1,空,84.27
2026-03-07 16:00:00,BTC,12.6,空,67795.4
2026-03-07 16:00:00,ETH,23.5,空,1978.03
2026-03-07 16:00:00,SOL,29.1,空,84.37
2026-03-07 20:00:00,BTC,33.7,空,67992.54
2026-03-07 20:00:00,ETH,15.9,空,1982.51
2026-03-07 20:00:00,SOL,30.0,空,84.3
2026-03-08 00:00:00,BTC,37.4,空,67783.63
2026-03-08 00:00:00,ETH,40.0,空,1977.26
2026-03-08 00:00:00,SOL,33.1,空,83.59
2026-03-08 04:00:00,BTC,2.6,空,67402.98
2026-03-08 04:00:00,ETH,19.6,空,1966.42
2026-03-08 04:00:00,SOL,11.5,空,83.02
2026-03-08 08:00:00,BTC,25.2,空,67194.77
2026-03-08 08:00:00,ETH,36.7,空,1968.91
2026-03-08 08:00:00,SOL,36.7,空,83.06
2026-03-08 12:00:00,BTC,19.6,空,66637.36
2026-03-08 12:00:00,ETH,15.7,空,1938.4
2026-03-08 12:00:00,SOL,25.6,空,81.97
2026-03-08 16:00:00,BTC,54.3,中性,67539.33
2026-03-08 16:00:00,ETH,39.6,空,1959.73
2026-03-08 16:00:00,SOL,29.6,空,83.1
2026-03-08 20:00:00,BTC,37.4,空,67324.72
2026-03-08 20:00:00,ETH,29.4,空,1946.29
2026-03-08 20:00:00,SOL,8.0,空,82.31
2026-03-09 00:00:00,BTC,22.0,空,66872.15
2026-03-09 00:00:00,ETH,41.3,空,1936.87
2026-03-09 00:00:00,SOL,27.6,空,81.52
2026-03-09 04:00:00,BTC,56.7,多,67238.8
2026-03-09 04:00:00,ETH,66.5,多,1958.86
2026-03-09 04:00:00,SOL,53.9,中性,82.33
2026-03-09 08:00:00,BTC,1.3,空,66370.01
2026-03-09 08:00:00,ETH,41.5,空,1950.99
2026-03-09 08:00:00,SOL,39.3,空,82.35
2026-03-09 12:00:00,BTC,94.6,多,67130.14
2026-03-09 12:00:00,ETH,96.9,多,1977.31
2026-03-09 12:00:00,SOL,88.7,多,83.19
2026-03-09 16:00:00,BTC,99.6,多,67814.69
2026-03-09 16:00:00,ETH,97.6,多,1996.81
2026-03-09 16:00:00,SOL,70.4,多,83.73
2026-03-09 20:00:00,BTC,97.8,多,68151.93
2026-03-09 20:00:00,ETH,93.1,多,2002.19
2026-03-09 20:00:00,SOL,88.9,多,84.0
2026-03-10 00:00:00,BTC,80.6,多,68960.12
2026-03-10 00:00:00,ETH,79.8,多,2027.53
2026-03-10 00:00:00,SOL,75.7,多,85.14
2026-03-10 04:00:00,BTC,68.9,多,68961.71
2026-03-10 04:00:00,ETH,75.4,多,2025.89
2026-03-10 04:00:00,SOL,82.6,多,85.81
2026-03-10 08:00:00,BTC,78.7,多,69157.37
2026-03-10 08:00:00,ETH,66.7,多,2015.37
2026-03-10 08:00:00,SOL,67.2,多,85.57
2026-03-10 12:00:00,BTC,83.5,多,70072.94
2026-03-10 12:00:00,ETH,81.3,多,2045.7
2026-03-10 12:00:00,SOL,71.7,多,86.54
2026-03-10 16:00:00,BTC,81.3,多,70709.37
2026-03-10 16:00:00,ETH,73.1,多,2057.27
2026-03-10 16:00:00,SOL,66.3,多,86.71
2026-03-10 20:00:00,BTC,75.7,多,70519.86
2026-03-10 20:00:00,ETH,63.1,多,2049.82
2026-03-10 20:00:00,SOL,74.8,多,86.7
2026-03-11 00:00:00,BTC,80.7,多,71268.59
2026-03-11 00:00:00,ETH,71.3,多,2080.72
2026-03-11 00:00:00,SOL,85.0,多,88.39
2026-03-11 04:00:00,BTC,58.5,多,70235.6
2026-03-11 04:00:00,ETH,63.1,多,2042.56
2026-03-11 04:00:00,SOL,58.0,多,86.24
2026-03-11 08:00:00,BTC,93.3,多,70044.87
2026-03-11 08:00:00,ETH,91.7,多,2037.68
2026-03-11 08:00:00,SOL,80.9,多,86.01
2026-03-11 12:00:00,BTC,70.6,多,70130.99
2026-03-11 12:00:00,ETH,61.1,多,2039.08
2026-03-11 12:00:00,SOL,72.2,多,86.72
2026-03-11 16:00:00,BTC,23.5,空,69662.24
2026-03-11 16:00:00,ETH,25.0,空,2023.76
2026-03-11 16:00:00,SOL,21.5,空,85.5
2026-03-11 20:00:00,BTC,23.7,空,69361.13
2026-03-11 20:00:00,ETH,30.2,空,2023.09
2026-03-11 20:00:00,SOL,32.8,空,85.2
2026-03-12 00:00:00,BTC,56.7,多,70570.71
2026-03-12 00:00:00,ETH,46.5,中性,2067.01
2026-03-12 00:00:00,SOL,28.5,空,86.44
2026-03-12 04:00:00,BTC,61.1,多,70634.96
2026-03-12 04:00:00,ETH,63.7,多,2068.4
2026-03-12 04:00:00,SOL,91.9,多,87.29
2026-03-12 08:00:00,BTC,56.5,多,70225.34
2026-03-12 08:00:00,ETH,60.2,多,2055.78
2026-03-12 08:00:00,SOL,65.9,多,86.68
2026-03-12 12:00:00,BTC,1.5,空,69372.0
2026-03-12 12:00:00,ETH,10.6,空,2023.09
2026-03-12 12:00:00,SOL,6.7,空,85.11
2026-03-12 16:00:00,BTC,93.0,多,69917.37
2026-03-12 16:00:00,ETH,87.4,多,2047.8
2026-03-12 16:00:00,SOL,73.7,多,85.96
2026-03-12 20:00:00,BTC,87.6,多,70381.8
2026-03-12 20:00:00,ETH,83.3,多,2065.37
2026-03-12 20:00:00,SOL,86.1,多,87.25
2026-03-13 00:00:00,BTC,40.7,空,70381.16
2026-03-13 00:00:00,ETH,47.0,中性,2069.63
2026-03-13 00:00:00,SOL,42.6,空,86.79
2026-03-13 04:00:00,BTC,40.6,空,70164.49
2026-03-13 04:00:00,ETH,39.1,空,2062.57
2026-03-13 04:00:00,SOL,39.8,空,86.45
2026-03-13 08:00:00,BTC,91.1,多,71475.61
2026-03-13 08:00:00,ETH,97.8,多,2119.19
2026-03-13 08:00:00,SOL,99.3,多,89.78
2026-03-13 12:00:00,BTC,68.1,多,71393.94
2026-03-13 12:00:00,ETH,73.3,多,2111.68
2026-03-13 12:00:00,SOL,68.7,多,89.35
2026-03-13 16:00:00,BTC,69.6,多,71821.02
2026-03-13 16:00:00,ETH,54.3,中性,2100.05
2026-03-13 16:00:00,SOL,63.9,多,89.16
2026-03-13 20:00:00,BTC,81.3,多,72784.73
2026-03-13 20:00:00,ETH,90.4,多,2146.63
2026-03-13 20:00:00,SOL,83.9,多,91.0
2026-03-14 00:00:00,BTC,61.1,多,71885.57
2026-03-14 00:00:00,ETH,95.6,多,2133.91
2026-03-14 00:00:00,SOL,80.6,多,89.61
2026-03-14 04:00:00,BTC,81.3,多,71346.84
2026-03-14 04:00:00,ETH,73.5,多,2111.37
2026-03-14 04:00:00,SOL,73.1,多,88.91
2026-03-14 08:00:00,BTC,1.9,空,70631.97
2026-03-14 08:00:00,ETH,23.7,空,2085.32
2026-03-14 08:00:00,SOL,10.7,空,87.94
2026-03-14 12:00:00,BTC,46.3,中性,71039.58
2026-03-14 12:00:00,ETH,44.4,空,2090.42
2026-03-14 12:00:00,SOL,34.4,空,88.25
2026-03-14 16:00:00,BTC,24.1,空,70585.63
2026-03-14 16:00:00,ETH,23.1,空,2074.34
2026-03-14 16:00:00,SOL,22.8,空,87.15
2026-03-14 20:00:00,BTC,33.7,空,70780.59
2026-03-14 20:00:00,ETH,13.9,空,2075.44
2026-03-14 20:00:00,SOL,17.0,空,87.11
2026-03-15 00:00:00,BTC,25.4,空,70672.53
2026-03-15 00:00:00,ETH,28.7,空,2077.54
2026-03-15 00:00:00,SOL,33.0,空,87.07
2026-03-15 04:00:00,BTC,43.7,空,70805.71
2026-03-15 04:00:00,ETH,37.6,空,2086.01
2026-03-15 04:00:00,SOL,23.0,空,87.08
2026-03-15 08:00:00,BTC,61.5,多,70985.28
2026-03-15 08:00:00,ETH,54.3,中性,2088.0
2026-03-15 08:00:00,SOL,58.1,多,87.76
2026-03-15 12:00:00,BTC,94.3,多,71606.32
2026-03-15 12:00:00,ETH,60.0,多,2104.34
2026-03-15 12:00:00,SOL,58.1,多,88.32
2026-03-15 16:00:00,BTC,84.3,多,71717.5
2026-03-15 16:00:00,ETH,83.0,多,2112.93
2026-03-15 16:00:00,SOL,73.9,多,88.5
2026-03-15 20:00:00,BTC,94.3,多,71610.33
2026-03-15 20:00:00,ETH,91.1,多,2109.59
2026-03-15 20:00:00,SOL,88.7,多,88.26
2026-03-16 00:00:00,BTC,92.2,多,71437.35
2026-03-16 00:00:00,ETH,68.9,多,2091.56
2026-03-16 00:00:00,SOL,72.0,多,87.55
2026-03-16 04:00:00,BTC,97.8,多,71730.81
2026-03-16 04:00:00,ETH,99.3,多,2129.05
2026-03-16 04:00:00,SOL,97.2,多,88.76
2026-03-16 08:00:00,BTC,89.4,多,72531.26
2026-03-16 08:00:00,ETH,97.4,多,2171.23
2026-03-16 08:00:00,SOL,99.6,多,92.01
2026-03-16 12:00:00,BTC,81.3,多,73835.62
2026-03-16 12:00:00,ETH,98.7,多,2263.3
2026-03-16 12:00:00,SOL,73.0,多,93.62
2026-03-16 16:00:00,BTC,59.8,多,73135.0
2026-03-16 16:00:00,ETH,90.7,多,2243.54
2026-03-16 16:00:00,SOL,86.3,多,92.86
2026-03-16 20:00:00,BTC,77.2,多,73864.8
2026-03-16 20:00:00,ETH,85.6,多,2279.28
2026-03-16 20:00:00,SOL,72.4,多,93.77
2026-03-17 00:00:00,BTC,73.5,多,73760.63
2026-03-17 00:00:00,ETH,90.0,多,2297.03
2026-03-17 00:00:00,SOL,73.9,多,93.81
2026-03-17 04:00:00,BTC,76.5,多,74236.9
2026-03-17 04:00:00,ETH,95.6,多,2345.31
2026-03-17 04:00:00,SOL,90.6,多,95.78
2026-03-17 08:00:00,BTC,82.6,多,75318.48
2026-03-17 08:00:00,ETH,65.0,多,2357.62
2026-03-17 08:00:00,SOL,55.2,多,95.49
2026-03-17 12:00:00,BTC,41.7,空,74252.01
2026-03-17 12:00:00,ETH,65.9,多,2311.5
2026-03-17 12:00:00,SOL,52.2,中性,93.8
2026-03-17 16:00:00,BTC,77.6,多,74188.38
2026-03-17 16:00:00,ETH,94.3,多,2320.66
2026-03-17 16:00:00,SOL,83.3,多,94.41
2026-03-17 20:00:00,BTC,44.4,空,73739.74
2026-03-17 20:00:00,ETH,65.0,多,2315.42
2026-03-17 20:00:00,SOL,46.7,中性,93.42
2026-03-18 00:00:00,BTC,69.1,多,74155.69
2026-03-18 00:00:00,ETH,64.3,多,2326.84
2026-03-18 00:00:00,SOL,65.6,多,94.39
2026-03-18 04:00:00,BTC,71.1,多,74506.75
2026-03-18 04:00:00,ETH,54.3,中性,2327.88
2026-03-18 04:00:00,SOL,53.9,中性,94.9
2026-03-18 08:00:00,BTC,20.7,空,73867.88
2026-03-18 08:00:00,ETH,29.1,空,2324.24
2026-03-18 08:00:00,SOL,35.9,空,94.53
2026-03-18 12:00:00,BTC,50.9,中性,74175.49
2026-03-18 12:00:00,ETH,46.3,中性,2327.51
2026-03-18 12:00:00,SOL,48.5,中性,94.13
2026-03-18 16:00:00,BTC,45.9,中性,74044.89
2026-03-18 16:00:00,ETH,46.1,中性,2322.59
2026-03-18 16:00:00,SOL,48.1,中性,94.04
2026-03-18 20:00:00,BTC,16.9,空,72361.24
2026-03-18 20:00:00,ETH,2.0,空,2237.49
